AwardsRowID,awardName,year,leagueID,personID,pointsWon,pointsMax,votesFirst,tie,notes,isShared
5973,TSN All-Star,1971,AL,freehbi01,NULL,NULL,NULL,NULL,C,N
5974,MVP,1971,NL,garrra01,1.0,336.0,0.0,NULL,NULL,Y
5975,Gold Glove,1971,NL,gibsobo01,NULL,NULL,NULL,NULL,P,N
5976,Cy Young,1971,NL,gibsobo01,3.0,120.0,0.0,NULL,NULL,Y
5977,MVP,1971,NL,gibsobo01,3.0,336.0,0.0,NULL,NULL,Y
5978,TSN Fireman of the Year,1971,NL,giustda01,NULL,NULL,NULL,NULL,NULL,N
5979,MVP,1971,NL,giustda01,16.0,336.0,0.0,NULL,NULL,Y
5980,Rookie of the Year,1971,AL,griffdo01,3.0,24.0,3.0,NULL,NULL,Y
5981,Gold Glove,1971,NL,harrebu01,NULL,NULL,NULL,NULL,SS,N
5982,TSN All-Star,1971,NL,harrebu01,NULL,NULL,NULL,NULL,SS,N
5983,MVP,1971,NL,harrebu01,4.0,336.0,0.0,NULL,NULL,Y
5984,Gold Glove,1971,NL,helmsto01,NULL,NULL,NULL,NULL,2B,N
5985,MVP,1971,AL,hunteca01,1.0,336.0,0.0,NULL,NULL,Y
5986,MVP,1971,AL,jacksre01,15.0,336.0,0.0,NULL,NULL,Y
5987,Cy Young Award,1971,NL,jenkife01,NULL,NULL,NULL,NULL,NULL,N
5988,TSN All-Star,1971,NL,jenkife01,NULL,NULL,NULL,NULL,RHP,N
5989,TSN Pitcher of the Year,1971,NL,jenkife01,NULL,NULL,NULL,NULL,NULL,N
5990,Cy Young,1971,NL,jenkife01,97.0,120.0,17.0,NULL,NULL,Y
5991,MVP,1971,NL,jenkife01,71.0,336.0,0.0,NULL,NULL,Y
5992,Gold Glove,1971,AL,johnsda02,NULL,NULL,NULL,NULL,2B,N
5993,MVP,1971,AL,johnsda02,8.0,336.0,0.0,NULL,NULL,Y
5994,Cy Young,1971,NL,johnsje01,2.0,120.0,0.0,NULL,NULL,Y
5995,MVP,1971,NL,johnsje01,12.0,336.0,0.0,NULL,NULL,Y
5996,Gold Glove,1971,AL,kaatji01,NULL,NULL,NULL,NULL,P,N
5997,Lou Gehrig Memorial Award,1971,ML,killeha01,NULL,NULL,NULL,NULL,NULL,N
5998,MVP,1971,AL,killeha01,5.0,336.0,0.0,NULL,NULL,Y
5999,Cy Young,1971,AL,lolicmi01,85.0,120.0,9.0,NULL,NULL,Y
6000,MVP,1971,AL,lolicmi01,155.0,336.0,1.0,NULL,NULL,Y
6001,Rookie of the Year,1971,AL,manguan01,4.0,24.0,4.0,NULL,NULL,Y
6002,Cy Young,1971,NL,maricju01,1.0,120.0,0.0,NULL,NULL,Y
6003,TSN All-Star,1971,NL,mayle01,NULL,NULL,NULL,NULL,1B,N
6004,MVP,1971,NL,mayle01,28.0,336.0,0.0,NULL,NULL,Y
6005,Roberto Clemente Award,1971,ML,mayswi01,NULL,NULL,NULL,NULL,NULL,N
6006,MVP,1971,NL,mayswi01,11.0,336.0,0.0,NULL,NULL,Y
6007,MVP,1971,NL,mccovwi01,15.0,336.0,0.0,NULL,NULL,Y
6008,Cy Young,1971,AL,mcnalda01,8.0,120.0,0.0,NULL,NULL,Y
6009,MVP,1971,AL,mcnalda01,26.0,336.0,0.0,NULL,NULL,Y
6010,MVP,1971,AL,meltobi01,18.0,336.0,0.0,NULL,NULL,Y
6011,Cy Young,1971,AL,messean01,1.0,120.0,0.0,NULL,NULL,Y
6012,Rookie of the Year,1971,NL,montawi01,6.0,24.0,6.0,NULL,NULL,Y
6013,TSN All-Star,1971,AL,murcebo01,NULL,NULL,NULL,NULL,OF,N
6014,MVP,1971,AL,murcebo01,72.0,336.0,0.0,NULL,NULL,Y
6015,MVP,1971,AL,nettlgr01,1.0,336.0,0.0,NULL,NULL,Y
6016,TSN All-Star,1971,AL,olivato01,NULL,NULL,NULL,NULL,OF,N
6017,TSN Player of the Year,1971,AL,olivato01,NULL,NULL,NULL,NULL,NULL,N
6018,MVP,1971,AL,olivato01,36.0,336.0,0.0,NULL,NULL,Y
6019,Gold Glove,1971,AL,otisam01,NULL,NULL,NULL,NULL,OF,N
6020,MVP,1971,AL,otisam01,67.0,336.0,0.0,NULL,NULL,Y
6021,TSN All-Star,1971,AL,palmeji01,NULL,NULL,NULL,NULL,RHP,N
6022,MVP,1971,AL,palmeji01,5.0,336.0,0.0,NULL,NULL,Y
6023,Gold Glove,1971,NL,parkewe01,NULL,NULL,NULL,NULL,1B,N
6024,Rookie of the Year,1971,AL,parsobi01,5.0,24.0,5.0,NULL,NULL,Y
6025,MVP,1971,AL,patekfr01,77.0,336.0,0.0,NULL,NULL,Y
6026,Gold Glove,1971,NL,raderdo02,NULL,NULL,NULL,NULL,3B,N
6027,TSN All-Star,1971,AL,retteme01,NULL,NULL,NULL,NULL,OF,N
6028,MVP,1971,AL,retteme01,8.0,336.0,0.0,NULL,NULL,Y
6029,Cy Young,1971,NL,roberda05,2.0,120.0,0.0,NULL,NULL,Y
6030,MVP,1971,NL,roberda05,1.0,336.0,0.0,NULL,NULL,Y
6031,Gold Glove,1971,AL,robinbr01,NULL,NULL,NULL,NULL,3B,N
6032,TSN All-Star,1971,AL,robinbr01,NULL,NULL,NULL,NULL,3B,N
6033,MVP,1971,AL,robinbr01,163.0,336.0,3.0,NULL,NULL,Y
6034,All-Star Game MVP,1971,ML,robinfr02,NULL,NULL,NULL,NULL,NULL,N
6035,MVP,1971,AL,robinfr02,170.0,336.0,2.0,NULL,NULL,Y
6036,TSN All-Star,1971,AL,rojasco01,NULL,NULL,NULL,NULL,2B,N
6037,MVP,1971,AL,rojasco01,15.0,336.0,0.0,NULL,NULL,Y
6038,MVP,1971,NL,rosepe01,1.0,336.0,0.0,NULL,NULL,Y
6039,TSN Fireman of the Year,1971,AL,sandeke01,NULL,NULL,NULL,NULL,NULL,N
6040,MVP,1971,AL,sandeke01,13.0,336.0,0.0,NULL,NULL,Y
6041,TSN All-Star,1971,NL,sanguma01,NULL,NULL,NULL,NULL,C,N
6042,MVP,1971,NL,sanguma01,49.0,336.0,0.0,NULL,NULL,Y
6043,Gold Glove,1971,AL,scottge02,NULL,NULL,NULL,NULL,1B,N
6044,MVP,1971,AL,scottge02,3.0,336.0,0.0,NULL,NULL,Y
6045,Cy Young,1971,NL,seaveto01,61.0,120.0,6.0,NULL,NULL,Y
6046,MVP,1971,NL,seaveto01,46.0,336.0,0.0,NULL,NULL,Y
6047,MVP,1971,NL,simmote01,13.0,336.0,0.0,NULL,NULL,Y
6048,MVP,1971,AL,smithre06,9.0,336.0,0.0,NULL,NULL,Y
6049,Rookie of the Year,1971,AL,splitpa01,1.0,24.0,1.0,NULL,NULL,Y
6050,TSN All-Star,1971,NL,stargwi01,NULL,NULL,NULL,NULL,OF,N
6051,MVP,1971,NL,stargwi01,222.0,336.0,3.0,NULL,NULL,Y
6052,MVP,1971,NL,staubru01,11.0,336.0,0.0,NULL,NULL,Y
6053,Cy Young,1971,NL,stonebi01,1.0,120.0,0.0,NULL,NULL,Y
6054,Hutch Award,1971,ML,torrejo01,NULL,NULL,NULL,NULL,NULL,N
6055,Most Valuable Player,1971,NL,torrejo01,NULL,NULL,NULL,NULL,NULL,N
6056,TSN All-Star,1971,NL,torrejo01,NULL,NULL,NULL,NULL,3B,N
6057,TSN Major League Player of the Year,1971,ML,torrejo01,NULL,NULL,NULL,NULL,NULL,N
6058,TSN Player of the Year,1971,NL,torrejo01,NULL,NULL,NULL,NULL,NULL,N
6059,MVP,1971,NL,torrejo01,318.0,336.0,21.0,NULL,NULL,Y
6060,MVP,1971,AL,tovarce01,4.0,336.0,0.0,NULL,NULL,Y
6061,MVP,1971,NL,willibi01,10.0,336.0,0.0,NULL,NULL,Y
6062,Rookie of the Year,1971,NL,williea02,NULL,NULL,NULL,NULL,NULL,N
6063,Rookie of the Year,1971,NL,williea02,18.0,24.0,18.0,NULL,NULL,Y
6064,MVP,1971,NL,willsma01,74.0,336.0,0.0,NULL,NULL,Y
6065,Cy Young,1971,AL,woodwi01,23.0,120.0,1.0,NULL,NULL,Y
6066,MVP,1971,AL,woodwi01,54.0,336.0,0.0,NULL,NULL,Y
6067,Gold Glove,1971,AL,yastrca01,NULL,NULL,NULL,NULL,OF,N
6068,MVP,1972,NL,aaronha01,12.0,336.0,0.0,NULL,NULL,Y
6069,Most Valuable Player,1972,AL,allendi01,NULL,NULL,NULL,NULL,NULL,N
6070,TSN All-Star,1972,AL,allendi01,NULL,NULL,NULL,NULL,1B,N
6071,TSN Player of the Year,1972,AL,allendi01,NULL,NULL,NULL,NULL,NULL,N
6072,MVP,1972,AL,allendi01,321.0,336.0,21.0,NULL,NULL,Y
6073,TSN All-Star,1972,AL,aparilu01,NULL,NULL,NULL,NULL,SS,N
6074,MVP,1972,AL,aparilu01,9.0,336.0,0.0,NULL,NULL,Y
6075,MVP,1972,NL,bakerdu01,5.0,336.0,0.0,NULL,NULL,Y
6076,MVP,1972,AL,bandosa01,2.0,336.0,0.0,NULL,NULL,Y
6077,Gold Glove,1972,NL,benchjo01,NULL,NULL,NULL,NULL,C,N
6078,Most Valuable Player,1972,NL,benchjo01,NULL,NULL,NULL,NULL,NULL,N
6079,TSN All-Star,1972,NL,benchjo01,NULL,NULL,NULL,NULL,C,N
6080,MVP,1972,NL,benchjo01,263.0,336.0,11.0,NULL,NULL,Y
6081,Gold Glove,1972,AL,berryke01,NULL,NULL,NULL,NULL,OF,N
6082,Gold Glove,1972,AL,blairpa01,NULL,NULL,NULL,NULL,OF,N
6083,Cy Young,1972,NL,blassst01,35.0,120.0,0.0,NULL,NULL,Y
6084,MVP,1972,NL,blassst01,9.0,336.0,0.0,NULL,NULL,Y
6085,Gold Glove,1972,NL,bowala01,NULL,NULL,NULL,NULL,SS,N
6086,Gold Glove,1972,AL,brinked01,NULL,NULL,NULL,NULL,SS,N
6087,MVP,1972,AL,brinked01,62.0,336.0,0.0,NULL,NULL,Y
6088,MVP,1972,NL,brocklo01,13.0,336.0,0.0,NULL,NULL,Y
6089,MVP,1972,AL,campabe01,11.0,336.0,0.0,NULL,NULL,Y
6090,MVP,1972,NL,cardejo02,1.0,336.0,0.0,NULL,NULL,Y
6091,TSN All-Star,1972,AL,carewro01,NULL,NULL,NULL,NULL,2B,N
6092,MVP,1972,AL,carewro01,16.0,336.0,0.0,NULL,NULL,Y
6093,Cy Young Award,1972,NL,carltst01,NULL,NULL,NULL,NULL,NULL,N
6094,Pitching Triple Crown,1972,NL,carltst01,NULL,NULL,NULL,NULL,NULL,N
6095,TSN All-Star,1972,NL,carltst01,NULL,NULL,NULL,NULL,LHP,N
6096,TSN Pitcher of the Year,1972,NL,carltst01,NULL,NULL,NULL,NULL,NULL,N
6097,Cy Young,1972,NL,carltst01,120.0,120.0,24.0,NULL,NULL,Y
6098,MVP,1972,NL,carltst01,124.0,336.0,1.0,NULL,NULL,Y
6099,TSN Fireman of the Year,1972,NL,carrocl02,NULL,NULL,NULL,NULL,NULL,N
6100,Cy Young,1972,NL,carrocl02,6.0,120.0,0.0,NULL,NULL,Y
6101,MVP,1972,NL,carrocl02,16.0,336.0,0.0,NULL,NULL,Y
6102,Gold Glove,1972,NL,cedence01,NULL,NULL,NULL,NULL,OF,N
6103,TSN All-Star,1972,NL,cedence01,NULL,NULL,NULL,NULL,OF,N
6104,MVP,1972,NL,cedence01,112.0,336.0,0.0,NULL,NULL,Y
6105,Gold Glove,1972,NL,clemero01,NULL,NULL,NULL,NULL,OF,N
6106,TSN All-Star,1972,NL,clemero01,NULL,NULL,NULL,NULL,OF,N
6107,MVP,1972,NL,clemero01,16.0,336.0,0.0,NULL,NULL,Y
6108,MVP,1972,NL,clinege01,6.0,336.0,0.0,NULL,NULL,Y
6109,MVP,1972,NL,colbena01,45.0,336.0,0.0,NULL,NULL,Y
6110,Gold Glove,1972,NL,daviswi02,NULL,NULL,NULL,NULL,OF,N
6111,MVP,1972,AL,epstemi01,11.0,336.0,0.0,NULL,NULL,Y
6112,Gold Glove,1972,AL,fiskca01,NULL,NULL,NULL,NULL,C,N
6113,Rookie of the Year,1972,AL,fiskca01,NULL,NULL,NULL,NULL,NULL,N
6114,TSN All-Star,1972,AL,fiskca01,NULL,NULL,NULL,NULL,C,N
6115,MVP,1972,AL,fiskca01,96.0,336.0,0.0,NULL,NULL,Y
6116,Rookie of the Year,1972,AL,fiskca01,24.0,24.0,24.0,NULL,NULL,Y
6117,MVP,1972,AL,freehbi01,3.0,336.0,0.0,NULL,NULL,Y
6118,MVP,1972,NL,garrra01,7.0,336.0,0.0,NULL,NULL,Y
6119,Gold Glove,1972,NL,gibsobo01,NULL,NULL,NULL,NULL,P,N
6120,Cy Young,1972,NL,gibsobo01,3.0,120.0,0.0,NULL,NULL,Y
6121,MVP,1972,AL,grichbo01,16.0,336.0,0.0,NULL,NULL,Y
6122,Gold Glove,1972,AL,griffdo01,NULL,NULL,NULL,NULL,2B,N
6123,MVP,1972,AL,harpeto01,4.0,336.0,0.0,NULL,NULL,Y
6124,Cy Young,1972,AL,hunteca01,26.0,120.0,2.0,NULL,NULL,Y
6125,MVP,1972,AL,hunteca01,57.0,336.0,0.0,NULL,NULL,Y
6126,MVP,1972,AL,jacksre01,9.0,336.0,0.0,NULL,NULL,Y
6127,TSN All-Star,1972,NL,jenkife01,NULL,NULL,NULL,NULL,RHP,N
6128,Cy Young,1972,NL,jenkife01,23.0,120.0,0.0,NULL,NULL,Y
6129,MVP,1972,NL,jenkife01,1.0,336.0,0.0,NULL,NULL,Y
6130,Gold Glove,1972,AL,kaatji01,NULL,NULL,NULL,NULL,P,N
6131,MVP,1972,AL,kalinal01,4.0,336.0,0.0,NULL,NULL,Y
6132,MVP,1972,NL,kingmda01,3.0,336.0,0.0,NULL,NULL,Y
6133,Cy Young,1972,AL,lolicmi01,27.0,120.0,3.0,NULL,NULL,Y
6134,MVP,1972,AL,lolicmi01,60.0,336.0,1.0,NULL,NULL,Y
6135,TSN Fireman of the Year,1972,AL,lylesp01,NULL,NULL,NULL,NULL,NULL,N
6136,Cy Young,1972,AL,lylesp01,3.0,120.0,0.0,NULL,NULL,Y
6137,MVP,1972,AL,lylesp01,158.0,336.0,1.0,NULL,NULL,Y
6138,Cy Young,1972,NL,marshmi01,8.0,120.0,0.0,NULL,NULL,Y
6139,MVP,1972,NL,marshmi01,22.0,336.0,0.0,NULL,NULL,Y
6140,Rookie of the Year,1972,NL,matlajo01,NULL,NULL,NULL,NULL,NULL,N
6141,Rookie of the Year,1972,NL,matlajo01,19.0,24.0,19.0,NULL,NULL,Y
6142,MVP,1972,AL,maybejo01,27.0,336.0,0.0,NULL,NULL,Y
6143,MVP,1972,AL,mayca01,6.0,336.0,0.0,NULL,NULL,Y
6144,MVP,1972,NL,mayle01,30.0,336.0,0.0,NULL,NULL,Y
6145,MVP,1972,NL,mcgratu01,2.0,336.0,0.0,NULL,NULL,Y
6146,MVP,1972,AL,mcmulke01,3.0,336.0,0.0,NULL,NULL,Y
6147,Gold Glove,1972,NL,millafe01,NULL,NULL,NULL,NULL,2B,N
6148,Rookie of the Year,1972,NL,milnejo01,1.0,24.0,1.0,NULL,NULL,Y
6149,All-Star Game MVP,1972,ML,morgajo02,NULL,NULL,NULL,NULL,NULL,N
6150,TSN All-Star,1972,NL,morgajo02,NULL,NULL,NULL,NULL,2B,N
6151,MVP,1972,NL,morgajo02,197.0,336.0,5.0,NULL,NULL,Y
6152,MVP,1972,NL,motama01,4.0,336.0,0.0,NULL,NULL,Y
6153,Gold Glove,1972,AL,murcebo01,NULL,NULL,NULL,NULL,OF,N
6154,TSN All-Star,1972,AL,murcebo01,NULL,NULL,NULL,NULL,OF,N
6155,MVP,1972,AL,murcebo01,89.0,336.0,0.0,NULL,NULL,Y
6156,Cy Young,1972,NL,nolanga01,6.0,120.0,0.0,NULL,NULL,Y
6157,MVP,1972,NL,oliveal01,52.0,336.0,0.0,NULL,NULL,Y
6158,MVP,1972,AL,otisam01,1.0,336.0,0.0,NULL,NULL,Y
6159,Cy Young,1972,AL,palmeji01,20.0,120.0,2.0,NULL,NULL,Y
6160,MVP,1972,AL,palmeji01,21.0,336.0,0.0,NULL,NULL,Y
6161,Cy Young,1972,NL,pappami01,3.0,120.0,0.0,NULL,NULL,Y
6162,Gold Glove,1972,NL,parkewe01,NULL,NULL,NULL,NULL,1B,N
6163,Lou Gehrig Memorial Award,1972,ML,parkewe01,NULL,NULL,NULL,NULL,NULL,N
6164,Cy Young Award,1972,AL,perryga01,NULL,NULL,NULL,NULL,NULL,N
6165,TSN All-Star,1972,AL,perryga01,NULL,NULL,NULL,NULL,RHP,N
6166,Cy Young,1972,AL,perryga01,64.0,120.0,9.0,NULL,NULL,Y
6167,MVP,1972,AL,perryga01,88.0,336.0,0.0,NULL,NULL,Y
6168,MVP,1972,AL,petrori01,9.0,336.0,0.0,NULL,NULL,Y
6169,MVP,1972,AL,pinielo01,1.0,336.0,0.0,NULL,NULL,Y
6170,Rookie of the Year,1972,NL,raderda01,4.0,24.0,4.0,NULL,NULL,Y
6171,Gold Glove,1972,NL,raderdo02,NULL,NULL,NULL,NULL,3B,N
6172,Gold Glove,1972,AL,robinbr01,NULL,NULL,NULL,NULL,3B,N
6173,Roberto Clemente Award,1972,ML,robinbr01,NULL,NULL,NULL,NULL,NULL,N
6174,TSN All-Star,1972,AL,robinbr01,NULL,NULL,NULL,NULL,3B,N
6175,MVP,1972,AL,robinbr01,3.0,336.0,0.0,NULL,NULL,Y
6176,MVP,1972,NL,rosepe01,19.0,336.0,0.0,NULL,NULL,Y
6177,TSN All-Star,1972,AL,rudijo01,NULL,NULL,NULL,NULL,OF,N
6178,MVP,1972,AL,rudijo01,164.0,336.0,1.0,NULL,NULL,Y
6179,Cy Young,1972,AL,ryanno01,2.0,120.0,0.0,NULL,NULL,Y
6180,MVP,1972,AL,ryanno01,2.0,336.0,0.0,NULL,NULL,Y
6181,MVP,1972,NL,sanguma01,12.0,336.0,0.0,NULL,NULL,Y
6182,TSN All-Star,1972,NL,santoro01,NULL,NULL,NULL,NULL,3B,N
6183,TSN All-Star,1972,AL,scheiri01,NULL,NULL,NULL,NULL,OF,N
6184,Gold Glove,1972,AL,scottge02,NULL,NULL,NULL,NULL,1B,N
6185,MVP,1972,AL,scottge02,6.0,336.0,0.0,NULL,NULL,Y
6186,Cy Young,1972,NL,seaveto01,6.0,120.0,0.0,NULL,NULL,Y
6187,MVP,1972,NL,seaveto01,2.0,336.0,0.0,NULL,NULL,Y
6188,MVP,1972,NL,simmote01,22.0,336.0,0.0,NULL,NULL,Y
6189,MVP,1972,AL,smithre06,3.0,336.0,0.0,NULL,NULL,Y
6190,TSN All-Star,1972,NL,speiech01,NULL,NULL,NULL,NULL,SS,N
6191,MVP,1972,NL,speiech01,1.0,336.0,0.0,NULL,NULL,Y
6192,TSN All-Star,1972,NL,stargwi01,NULL,NULL,NULL,NULL,1B,N
6193,MVP,1972,NL,stargwi01,201.0,336.0,2.0,NULL,NULL,Y
6194,MVP,1972,NL,staubru01,2.0,336.0,0.0,NULL,NULL,Y
6195,Cy Young,1972,NL,suttodo01,6.0,120.0,0.0,NULL,NULL,Y
6196,TSN Manager of the Year,1972,ML,tannech01,NULL,NULL,NULL,NULL,NULL,N
6197,Babe Ruth Award,1972,AL,tenacge01,NULL,NULL,NULL,NULL,C,N
6198,World Series MVP,1972,ML,tenacge01,NULL,NULL,NULL,NULL,NULL,N
6199,MVP,1972,AL,thompda01,5.0,336.0,0.0,NULL,NULL,Y
6200,Cy Young,1972,AL,tiantlu01,16.0,120.0,1.0,NULL,NULL,Y
6201,MVP,1972,AL,tiantlu01,70.0,336.0,0.0,NULL,NULL,Y
6202,Hutch Award,1972,ML,tolanbo01,NULL,NULL,NULL,NULL,NULL,N
6203,MVP,1972,NL,tolanbo01,6.0,336.0,0.0,NULL,NULL,Y
6204,TSN All-Star,1972,NL,willibi01,NULL,NULL,NULL,NULL,OF,N
6205,TSN Major League Player of the Year,1972,ML,willibi01,NULL,NULL,NULL,NULL,NULL,N
6206,TSN Player of the Year,1972,NL,willibi01,NULL,NULL,NULL,NULL,NULL,N
6207,MVP,1972,NL,willibi01,211.0,336.0,5.0,NULL,NULL,Y
6208,TSN All-Star,1972,AL,woodwi01,NULL,NULL,NULL,NULL,LHP,N
6209,TSN Pitcher of the Year,1972,AL,woodwi01,NULL,NULL,NULL,NULL,NULL,N
6210,Cy Young,1972,AL,woodwi01,58.0,120.0,7.0,NULL,NULL,Y
6211,MVP,1972,AL,woodwi01,78.0,336.0,0.0,NULL,NULL,Y
6212,MVP,1973,NL,aaronha01,35.0,336.0,0.0,NULL,NULL,Y
6213,MVP,1973,AL,allendi01,1.0,336.0,0.0,NULL,NULL,Y
6214,TSN All-Star,1973,AL,bandosa01,NULL,NULL,NULL,NULL,3B,N
6215,MVP,1973,AL,bandosa01,83.0,336.0,0.0,NULL,NULL,Y
6216,Gold Glove,1973,AL,belanma01,NULL,NULL,NULL,NULL,SS,N
6217,MVP,1973,AL,belanma01,8.0,336.0,0.0,NULL,NULL,Y
6218,Gold Glove,1973,NL,benchjo01,NULL,NULL,NULL,NULL,C,N
6219,TSN All-Star,1973,NL,benchjo01,NULL,NULL,NULL,NULL,C,N
6220,MVP,1973,NL,benchjo01,41.0,336.0,0.0,NULL,NULL,Y
6221,Cy Young,1973,NL,billija01,30.0,120.0,2.0,NULL,NULL,Y
6222,MVP,1973,NL,billija01,6.0,336.0,0.0,NULL,NULL,Y
6223,Gold Glove,1973,AL,blairpa01,NULL,NULL,NULL,NULL,OF,N
6224,MVP,1973,AL,blairpa01,2.0,336.0,0.0,NULL,NULL,Y
6225,Cy Young,1973,AL,bluevi01,1.0,120.0,0.0,NULL,NULL,Y
6226,MVP,1973,AL,bluevi01,3.0,336.0,0.0,NULL,NULL,Y
6227,Cy Young,1973,AL,blylebe01,1.0,120.0,0.0,NULL,NULL,Y
6228,MVP,1973,AL,blylebe01,4.0,336.0,0.0,NULL,NULL,Y
6229,All-Star Game MVP,1973,ML,bondsbo01,NULL,NULL,NULL,NULL,NULL,N
6230,Gold Glove,1973,NL,bondsbo01,NULL,NULL,NULL,NULL,OF,N
6231,TSN All-Star,1973,NL,bondsbo01,NULL,NULL,NULL,NULL,OF,N
6232,TSN Player of the Year,1973,NL,bondsbo01,NULL,NULL,NULL,NULL,NULL,N
6233,MVP,1973,NL,bondsbo01,174.0,336.0,1.0,NULL,NULL,Y
6234,Rookie of the Year,1973,NL,boonebo01,2.0,24.0,2.0,NULL,NULL,Y
6235,MVP,1973,AL,briggjo02,6.0,336.0,0.0,NULL,NULL,Y
6236,MVP,1973,NL,brocklo01,65.0,336.0,0.0,NULL,NULL,Y
6237,TSN All-Star,1973,NL,bryanro01,NULL,NULL,NULL,NULL,LHP,N
6238,TSN Pitcher of the Year,1973,NL,bryanro01,NULL,NULL,NULL,NULL,NULL,N
6239,Cy Young,1973,NL,bryanro01,50.0,120.0,3.0,NULL,NULL,Y
6240,MVP,1973,NL,bryanro01,5.0,336.0,0.0,NULL,NULL,Y
6241,Rookie of the Year,1973,AL,bumbral01,NULL,NULL,NULL,NULL,NULL,N
6242,Rookie of the Year,1973,AL,bumbral01,13.0,24.0,13.0,NULL,NULL,Y
6243,Rookie of the Year,1973,AL,busbyst01,2.0,24.0,2.0,NULL,NULL,Y
6244,Babe Ruth Award,1973,AL,campabe01,NULL,NULL,NULL,NULL,SS,N
6245,TSN All-Star,1973,AL,campabe01,NULL,NULL,NULL,NULL,SS,N
6246,MVP,1973,AL,campabe01,4.0,336.0,0.0,NULL,NULL,Y
6247,MVP,1973,NL,cardejo02,6.0,336.0,0.0,NULL,NULL,Y
6248,TSN All-Star,1973,AL,carewro01,NULL,NULL,NULL,NULL,2B,N
6249,MVP,1973,AL,carewro01,83.0,336.0,0.0,NULL,NULL,Y
6250,Gold Glove,1973,NL,cedence01,NULL,NULL,NULL,NULL,OF,N
6251,TSN All-Star,1973,NL,cedence01,NULL,NULL,NULL,NULL,OF,N
6252,MVP,1973,NL,cedence01,39.0,336.0,0.0,NULL,NULL,Y
6253,MVP,1973,AL,cepedor01,21.0,336.0,0.0,NULL,NULL,Y
6254,Rookie of the Year,1973,NL,ceyro01,1.0,24.0,1.0,NULL,NULL,Y
6255,Rookie of the Year,1973,AL,coggiri01,1.0,24.0,1.0,NULL,NULL,Y
6256,Cy Young,1973,AL,colboji01,2.0,120.0,0.0,NULL,NULL,Y
6257,MVP,1973,AL,colemjo05,6.0,336.0,0.0,NULL,NULL,Y
6258,MVP,1973,AL,davisto02,47.0,336.0,0.0,NULL,NULL,Y
6259,Gold Glove,1973,NL,daviswi02,NULL,NULL,NULL,NULL,OF,N
6260,MVP,1973,NL,daviswi02,12.0,336.0,0.0,NULL,NULL,Y
6261,Rookie of the Year,1973,NL,driesda01,2.0,24.0,2.0,NULL,NULL,Y
6262,TSN All-Star,1973,NL,evansda01,NULL,NULL,NULL,NULL,3B,N
6263,MVP,1973,NL,evansda01,11.0,336.0,0.0,NULL,NULL,Y
6264,MVP,1973,NL,fergujo01,7.0,336.0,0.0,NULL,NULL,Y
6265,MVP,1973,AL,fiskca01,16.0,336.0,0.0,NULL,NULL,Y
6266,MVP,1973,NL,fuentti01,8.0,336.0,0.0,NULL,NULL,Y
6267,Rookie of the Year,1973,AL,garcipe01,3.0,24.0,3.0,NULL,NULL,Y
6268,Gold Glove,1973,NL,gibsobo01,NULL,NULL,NULL,NULL,P,N
6269,Cy Young,1973,NL,giustda01,1.0,120.0,0.0,NULL,NULL,Y
6270,Gold Glove,1973,AL,grichbo01,NULL,NULL,NULL,NULL,2B,N
6271,MVP,1973,AL,grichbo01,9.0,336.0,0.0,NULL,NULL,Y
6272,Rookie of the Year,1973,NL,grubbjo01,1.0,24.0,1.0,NULL,NULL,Y
6273,MVP,1973,AL,harpeto01,33.0,336.0,0.0,NULL,NULL,Y
6274,MVP,1973,NL,harrebu01,2.0,336.0,0.0,NULL,NULL,Y
6275,Hutch Award,1973,ML,hillejo01,NULL,NULL,NULL,NULL,NULL,N
6276,TSN Fireman of the Year,1973,AL,hillejo01,NULL,NULL,NULL,NULL,NULL,N
6277,Cy Young,1973,AL,hillejo01,6.0,120.0,0.0,NULL,NULL,Y
6278,MVP,1973,AL,hillejo01,83.0,336.0,0.0,NULL,NULL,Y
6279,TSN All-Star,1973,AL,holtzke01,NULL,NULL,NULL,NULL,LHP,N
6280,MVP,1973,AL,hortowi01,3.0,336.0,0.0,NULL,NULL,Y
6281,Cy Young,1973,AL,hunteca01,52.0,120.0,1.0,NULL,NULL,Y
6282,MVP,1973,AL,hunteca01,47.0,336.0,0.0,NULL,NULL,Y
6283,MVP,1973,NL,huntro01,5.0,336.0,0.0,NULL,NULL,Y
6284,Most Valuable Player,1973,AL,jacksre01,NULL,NULL,NULL,NULL,NULL,N
6285,TSN All-Star,1973,AL,jacksre01,NULL,NULL,NULL,NULL,OF,N
6286,TSN Major League Player of the Year,1973,ML,jacksre01,NULL,NULL,NULL,NULL,NULL,N
6287,TSN Player of the Year,1973,AL,jacksre01,NULL,NULL,NULL,NULL,NULL,N
6288,World Series MVP,1973,ML,jacksre01,NULL,NULL,NULL,NULL,NULL,N
6289,MVP,1973,AL,jacksre01,336.0,336.0,24.0,NULL,NULL,Y
6290,TSN All-Star,1973,NL,johnsda02,NULL,NULL,NULL,NULL,2B,N
6291,MVP,1973,NL,johnsda02,34.0,336.0,0.0,NULL,NULL,Y
6292,MVP,1973,AL,johnsde01,8.0,336.0,0.0,NULL,NULL,Y
6293,Gold Glove,1973,NL,jorgemi01,NULL,NULL,NULL,NULL,1B,N
